"Population by Single Year of Age","Number"
"0",""
"Female","114"
"Male","116"
"1",""
"Female","121"
"Male","105"
"10",""
"Female","143"
"Male","141"
"11",""
"Female","121"
"Male","99"
"12",""
"Female","154"
"Male","183"
"13",""
"Female","106"
"Male","130"
"14",""
"Female","121"
"Male","111"
"15",""
"Female","136"
"Male","94"
"16",""
"Female","135"
"Male","109"
"17",""
"Female","43"
"Male","71"
"18",""
"Female","152"
"Male","130"
"19",""
"Female","55"
"Male","78"
"2",""
"Female","139"
"Male","154"
"20",""
"Female","119"
"Male","79"
"21",""
"Female","66"
"Male","77"
"22",""
"Female","78"
"Male","73"
"23",""
"Female","52"
"Male","42"
"24",""
"Female","61"
"Male","59"
"25",""
"Female","109"
"Male","84"
"26",""
"Female","49"
"Male","58"
"27",""
"Female","48"
"Male","46"
"28",""
"Female","82"
"Male","75"
"29",""
"Female","39"
"Male","18"
"3",""
"Female","177"
"Male","139"
"30",""
"Female","127"
"Male","74"
"31",""
"Female","22"
"Male","28"
"32",""
"Female","70"
"Male","68"
"33",""
"Female","34"
"Male","26"
"34",""
"Female","40"
"Male","24"
"35",""
"Female","105"
"Male","125"
"36",""
"Female","40"
"Male","47"
"37",""
"Female","13"
"Male","17"
"38",""
"Female","62"
"Male","58"
"39",""
"Female","15"
"Male","28"
"4",""
"Female","156"
"Male","160"
"40",""
"Female","104"
"Male","90"
"41",""
"Female","24"
"Male","23"
"42",""
"Female","38"
"Male","39"
"43",""
"Female","18"
"Male","22"
"44",""
"Female","18"
"Male","20"
"45",""
"Female","93"
"Male","86"
"46",""
"Female","22"
"Male","28"
"47",""
"Female","7"
"Male","22"
"48",""
"Female","36"
"Male","47"
"49",""
"Female","15"
"Male","15"
"5",""
"Female","135"
"Male","159"
"50",""
"Female","91"
"Male","64"
"51",""
"Female","17"
"Male","21"
"52",""
"Female","25"
"Male","37"
"53",""
"Female","9"
"Male","17"
"54",""
"Female","6"
"Male","13"
"55",""
"Female","51"
"Male","65"
"56",""
"Female","16"
"Male","30"
"57",""
"Female","11"
"Male","15"
"58",""
"Female","15"
"Male","25"
"59",""
"Female","5"
"Male","12"
"6",""
"Female","156"
"Male","169"
"60",""
"Female","53"
"Male","54"
"61",""
"Female","24"
"Male","24"
"62",""
"Female","19"
"Male","16"
"63",""
"Female","5"
"Male","12"
"64",""
"Female","16"
"Male","5"
"65",""
"Female","61"
"Male","45"
"66",""
"Female","19"
"Male","17"
"67",""
"Female","4"
"Male","12"
"68",""
"Female","18"
"Male","15"
"69",""
"Female","7"
"Male","3"
"7",""
"Female","143"
"Male","145"
"70",""
"Female","36"
"Male","29"
"71",""
"Female","5"
"Male","11"
"72",""
"Female","14"
"Male","4"
"73",""
"Female","1"
"Male","5"
"74",""
"Female","8"
"Male","3"
"75",""
"Female","17"
"Male","13"
"76",""
"Female","2"
"Male","5"
"77",""
"Female","1"
"Male","4"
"78",""
"Female","2"
"Male","5"
"79",""
"Female","1"
"Male","1"
"8",""
"Female","136"
"Male","131"
"80",""
"Female","6"
"Male","14"
"81",""
"Female","2"
"Male","4"
"82",""
"Female","2"
"Male","1"
"83",""
"Female","2"
"Male","0"
"84",""
"Female","2"
"Male","3"
"85",""
"Female","6"
"Male","11"
"9",""
"Female","153"
"Male","114"
