"Population by Five Years Age Group","Number"
"0-4",""
"Female","707"
"Male","674"
"10-14",""
"Female","645"
"Male","664"
"15-19",""
"Female","521"
"Male","482"
"20-24",""
"Female","376"
"Male","330"
"25-29",""
"Female","327"
"Male","281"
"30-34",""
"Female","293"
"Male","220"
"35-39",""
"Female","235"
"Male","275"
"40-44",""
"Female","202"
"Male","194"
"45-49",""
"Female","173"
"Male","198"
"50-54",""
"Female","148"
"Male","152"
"55-59",""
"Female","98"
"Male","147"
"5-9",""
"Female","723"
"Male","718"
"60-64",""
"Female","117"
"Male","111"
"65-69",""
"Female","109"
"Male","92"
"70-74",""
"Female","64"
"Male","52"
"75+",""
"Female","43"
"Male","61"
