"Population by Single Year of Age","Number"
"0",""
"Female","2660"
"Male","2656"
"1",""
"Female","2612"
"Male","2775"
"10",""
"Female","3637"
"Male","3822"
"11",""
"Female","3348"
"Male","3297"
"12",""
"Female","3997"
"Male","3986"
"13",""
"Female","3357"
"Male","3174"
"14",""
"Female","3325"
"Male","2989"
"15",""
"Female","3269"
"Male","2759"
"16",""
"Female","2892"
"Male","2141"
"17",""
"Female","3063"
"Male","1942"
"18",""
"Female","2952"
"Male","1787"
"19",""
"Female","2237"
"Male","1092"
"2",""
"Female","2919"
"Male","3029"
"20",""
"Female","2667"
"Male","1233"
"21",""
"Female","2121"
"Male","1022"
"22",""
"Female","2656"
"Male","1200"
"23",""
"Female","1963"
"Male","919"
"24",""
"Female","2005"
"Male","957"
"25",""
"Female","2576"
"Male","1091"
"26",""
"Female","1847"
"Male","874"
"27",""
"Female","1979"
"Male","964"
"28",""
"Female","1987"
"Male","971"
"29",""
"Female","1261"
"Male","650"
"3",""
"Female","3077"
"Male","3073"
"30",""
"Female","2475"
"Male","1129"
"31",""
"Female","1066"
"Male","604"
"32",""
"Female","1566"
"Male","887"
"33",""
"Female","1170"
"Male","605"
"34",""
"Female","1095"
"Male","657"
"35",""
"Female","2327"
"Male","1165"
"36",""
"Female","1224"
"Male","665"
"37",""
"Female","1175"
"Male","667"
"38",""
"Female","1273"
"Male","752"
"39",""
"Female","989"
"Male","573"
"4",""
"Female","3363"
"Male","3466"
"40",""
"Female","2333"
"Male","1236"
"41",""
"Female","934"
"Male","629"
"42",""
"Female","1204"
"Male","876"
"43",""
"Female","884"
"Male","662"
"44",""
"Female","775"
"Male","527"
"45",""
"Female","1697"
"Male","1075"
"46",""
"Female","759"
"Male","598"
"47",""
"Female","804"
"Male","633"
"48",""
"Female","968"
"Male","730"
"49",""
"Female","852"
"Male","684"
"5",""
"Female","3273"
"Male","3508"
"50",""
"Female","1717"
"Male","1207"
"51",""
"Female","739"
"Male","594"
"52",""
"Female","894"
"Male","776"
"53",""
"Female","657"
"Male","532"
"54",""
"Female","586"
"Male","505"
"55",""
"Female","1175"
"Male","892"
"56",""
"Female","703"
"Male","665"
"57",""
"Female","701"
"Male","636"
"58",""
"Female","681"
"Male","638"
"59",""
"Female","661"
"Male","554"
"6",""
"Female","3221"
"Male","3249"
"60",""
"Female","1364"
"Male","988"
"61",""
"Female","658"
"Male","549"
"62",""
"Female","637"
"Male","554"
"63",""
"Female","487"
"Male","442"
"64",""
"Female","439"
"Male","445"
"65",""
"Female","858"
"Male","640"
"66",""
"Female","351"
"Male","342"
"67",""
"Female","555"
"Male","544"
"68",""
"Female","450"
"Male","501"
"69",""
"Female","244"
"Male","290"
"7",""
"Female","3578"
"Male","3601"
"70",""
"Female","761"
"Male","566"
"71",""
"Female","230"
"Male","291"
"72",""
"Female","295"
"Male","327"
"73",""
"Female","203"
"Male","266"
"74",""
"Female","147"
"Male","191"
"75",""
"Female","359"
"Male","299"
"76",""
"Female","148"
"Male","165"
"77",""
"Female","151"
"Male","155"
"78",""
"Female","168"
"Male","204"
"79",""
"Female","121"
"Male","114"
"8",""
"Female","3471"
"Male","3570"
"80",""
"Female","205"
"Male","176"
"81",""
"Female","80"
"Male","78"
"82",""
"Female","89"
"Male","94"
"83",""
"Female","66"
"Male","85"
"84",""
"Female","79"
"Male","65"
"85",""
"Female","259"
"Male","213"
"9",""
"Female","3248"
"Male","3319"
