"Population by Five Years Age Group","Number"
"0-4",""
"Female","14631"
"Male","14999"
"10-14",""
"Female","17664"
"Male","17268"
"15-19",""
"Female","14413"
"Male","9721"
"20-24",""
"Female","11412"
"Male","5331"
"25-29",""
"Female","9650"
"Male","4550"
"30-34",""
"Female","7372"
"Male","3882"
"35-39",""
"Female","6988"
"Male","3822"
"40-44",""
"Female","6130"
"Male","3930"
"45-49",""
"Female","5080"
"Male","3720"
"50-54",""
"Female","4593"
"Male","3614"
"55-59",""
"Female","3921"
"Male","3385"
"5-9",""
"Female","16791"
"Male","17247"
"60-64",""
"Female","3585"
"Male","2978"
"65-69",""
"Female","2458"
"Male","2317"
"70-74",""
"Female","1636"
"Male","1641"
"75+",""
"Female","1725"
"Male","1648"
