"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","58"
"Christianity","0"
"Hindu","27353"
"Islam","13617"
"Jainism","41"
"Kirat","303"
"Prakriti","2"
"Sikhism","0"
"Undefined","61"
"Total","41435"
