"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","13"
"Cow Dung","3083"
"Electricity Fuel","0"
"KeroseneFuel","127"
"LP Gas","35"
"Not Sated about Fuel","125"
"OthersFuel","175"
"Wood/FireWood","2276"
"Total","5834"
