"Population by Caste Ethinicity","Number"
"Baraee",""
"Female","28"
"Male","37"
"","65"
"Bhote",""
"Female","25"
"Male","24"
"","49"
"Bin",""
"Female","10"
"Male","5"
"","15"
"Brahman - Hill",""
"Female","220"
"Male","188"
"","408"
"Brahman - Tarai",""
"Female","106"
"Male","125"
"","231"
"Chamar/ Harijan/ Ram",""
"Female","526"
"Male","542"
"","1068"
"Chhetri",""
"Female","107"
"Male","98"
"","205"
"Damai/Dholi",""
"Female","125"
"Male","147"
"","272"
"Dhanuk",""
"Female","120"
"Male","122"
"","242"
"Dhobi",""
"Female","335"
"Male","372"
"","707"
"Dhunia",""
"Female","396"
"Male","366"
"","762"
"Dom",""
"Female","14"
"Male","10"
"","24"
"Dusadh/ Pasawan/ Pasi",""
"Female","287"
"Male","295"
"","582"
"Foreigner",""
"Female","177"
"Male","193"
"","370"
"Gangai",""
"Female","117"
"Male","131"
"","248"
"Gharti/Bhujel",""
"Female","133"
"Male","133"
"","266"
"Hajam/Thakur",""
"Female","316"
"Male","340"
"","656"
"Kahar",""
"Female","111"
"Male","113"
"","224"
"Kalwar",""
"Female","138"
"Male","129"
"","267"
"Kanu",""
"Female","2010"
"Male","2183"
"","4193"
"Kathabaniyan",""
"Female","1008"
"Male","1092"
"","2100"
"Kayastha",""
"Female","80"
"Male","69"
"","149"
"Koiri/Kushwaha",""
"Female","668"
"Male","695"
"","1363"
"Kumhar",""
"Female","316"
"Male","362"
"","678"
"Kurmi",""
"Female","1051"
"Male","1074"
"","2125"
"Lohar",""
"Female","545"
"Male","571"
"","1116"
"Magar",""
"Female","8"
"Male","6"
"","14"
"Mali",""
"Female","38"
"Male","40"
"","78"
"Mallaha",""
"Female","113"
"Male","121"
"","234"
"Marwadi",""
"Female","26"
"Male","16"
"","42"
"Musahar",""
"Female","100"
"Male","109"
"","209"
"Musalman",""
"Female","7013"
"Male","6621"
"","13634"
"Natuwa",""
"Female","3"
"Male","9"
"","12"
"Nuniya",""
"Female","422"
"Male","408"
"","830"
"Others",""
"Female","25"
"Male","12"
"","37"
"Punjabi/Sikh",""
"Female","129"
"Male","143"
"","272"
"Rai",""
"Female","9"
"Male","2"
"","11"
"Rajdhob",""
"Female","41"
"Male","41"
"","82"
"Rajput",""
"Female","261"
"Male","283"
"","544"
"Sanyasi/Dasnami",""
"Female","53"
"Male","65"
"","118"
"Sonar",""
"Female","340"
"Male","368"
"","708"
"Tajpuriya",""
"Female","21"
"Male","25"
"","46"
"Tatma/Tatwa",""
"Female","148"
"Male","143"
"","291"
"Teli",""
"Female","1748"
"Male","1865"
"","3613"
"Terai Others",""
"Female","331"
"Male","366"
"","697"
"Yadav",""
"Female","621"
"Male","663"
"","1284"
"Yakkha",""
"Female","148"
"Male","146"
"","294"
