"Population by Five Years Age Group","Number"
"0-4",""
"Female","4263"
"Male","4354"
"10-14",""
"Female","3552"
"Male","3635"
"15-19",""
"Female","2725"
"Male","2602"
"20-24",""
"Female","2372"
"Male","2196"
"25-29",""
"Female","1920"
"Male","2055"
"30-34",""
"Female","1564"
"Male","1605"
"35-39",""
"Female","1403"
"Male","1562"
"40-44",""
"Female","1144"
"Male","1307"
"45-49",""
"Female","885"
"Male","1149"
"50-54",""
"Female","861"
"Male","843"
"55-59",""
"Female","643"
"Male","853"
"5-9",""
"Female","3874"
"Male","3983"
"60-64",""
"Female","1109"
"Male","920"
"65-69",""
"Female","491"
"Male","468"
"70-74",""
"Female","242"
"Male","243"
"75+",""
"Female","213"
"Male","250"
