"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","27"
"Male","35"
"Bhote",""
"Female","161"
"Male","175"
"Brahman - Hill",""
"Female","1408"
"Male","1424"
"Chhetri",""
"Female","13247"
"Male","13541"
"Dalit Others",""
"Female","1564"
"Male","1660"
"Damai/Dholi",""
"Female","831"
"Male","913"
"Kami",""
"Female","2605"
"Male","2618"
"Kumal",""
"Female","96"
"Male","85"
"Lohar",""
"Female","64"
"Male","61"
"Mallaha",""
"Female","5"
"Male","7"
"Newar",""
"Female","60"
"Male","75"
"Others",""
"Female","46"
"Male","75"
"Sanyasi/Dasnami",""
"Female","343"
"Male","351"
"Sarki",""
"Female","235"
"Male","236"
"Tamang",""
"Female","2312"
"Male","2027"
"Terai Others",""
"Female","41"
"Male","38"
"Thakuri",""
"Female","4196"
"Male","4258"
"Tharu",""
"Female","2"
"Male","10"
