"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","1567"
"Electricity Fuel","1"
"KeroseneFuel","60"
"LP Gas","11"
"Not Sated about Fuel","21"
"OthersFuel","303"
"Wood/FireWood","2300"
"Total","4270"
