"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","15"
"Electricity Fuel","1"
"KeroseneFuel","2"
"LP Gas","9"
"Not Sated about Fuel","13"
"OthersFuel","0"
"Wood/FireWood","3315"
"Total","3359"
