"Population by Five Years Age Group","Number"
"0-4",""
"Female","2025"
"Male","2054"
"10-14",""
"Female","2631"
"Male","2687"
"15-19",""
"Female","1870"
"Male","2297"
"20-24",""
"Female","1574"
"Male","1525"
"25-29",""
"Female","1445"
"Male","1557"
"30-34",""
"Female","1272"
"Male","1264"
"35-39",""
"Female","1085"
"Male","1196"
"40-44",""
"Female","908"
"Male","919"
"45-49",""
"Female","732"
"Male","812"
"50-54",""
"Female","598"
"Male","748"
"55-59",""
"Female","511"
"Male","598"
"5-9",""
"Female","2589"
"Male","2756"
"60-64",""
"Female","537"
"Male","488"
"65-69",""
"Female","375"
"Male","481"
"70-74",""
"Female","308"
"Male","342"
"75+",""
"Female","278"
"Male","321"
