"Population by Single Year of Age","Number"
"0",""
"Female","347"
"Male","376"
"1",""
"Female","302"
"Male","323"
"10",""
"Female","824"
"Male","904"
"11",""
"Female","254"
"Male","266"
"12",""
"Female","628"
"Male","685"
"13",""
"Female","400"
"Male","399"
"14",""
"Female","525"
"Male","433"
"15",""
"Female","459"
"Male","514"
"16",""
"Female","498"
"Male","587"
"17",""
"Female","228"
"Male","305"
"18",""
"Female","497"
"Male","686"
"19",""
"Female","188"
"Male","205"
"2",""
"Female","428"
"Male","399"
"20",""
"Female","447"
"Male","592"
"21",""
"Female","128"
"Male","162"
"22",""
"Female","360"
"Male","385"
"23",""
"Female","328"
"Male","171"
"24",""
"Female","311"
"Male","215"
"25",""
"Female","338"
"Male","673"
"26",""
"Female","275"
"Male","260"
"27",""
"Female","137"
"Male","158"
"28",""
"Female","596"
"Male","391"
"29",""
"Female","99"
"Male","75"
"3",""
"Female","501"
"Male","481"
"30",""
"Female","466"
"Male","723"
"31",""
"Female","69"
"Male","71"
"32",""
"Female","281"
"Male","277"
"33",""
"Female","261"
"Male","95"
"34",""
"Female","195"
"Male","98"
"35",""
"Female","338"
"Male","707"
"36",""
"Female","159"
"Male","144"
"37",""
"Female","79"
"Male","72"
"38",""
"Female","459"
"Male","242"
"39",""
"Female","50"
"Male","31"
"4",""
"Female","447"
"Male","475"
"40",""
"Female","362"
"Male","649"
"41",""
"Female","51"
"Male","48"
"42",""
"Female","169"
"Male","121"
"43",""
"Female","225"
"Male","54"
"44",""
"Female","101"
"Male","47"
"45",""
"Female","232"
"Male","563"
"46",""
"Female","70"
"Male","49"
"47",""
"Female","37"
"Male","47"
"48",""
"Female","356"
"Male","126"
"49",""
"Female","37"
"Male","27"
"5",""
"Female","661"
"Male","672"
"50",""
"Female","271"
"Male","518"
"51",""
"Female","41"
"Male","44"
"52",""
"Female","69"
"Male","106"
"53",""
"Female","136"
"Male","41"
"54",""
"Female","81"
"Male","39"
"55",""
"Female","213"
"Male","374"
"56",""
"Female","61"
"Male","73"
"57",""
"Female","27"
"Male","30"
"58",""
"Female","181"
"Male","94"
"59",""
"Female","29"
"Male","27"
"6",""
"Female","523"
"Male","554"
"60",""
"Female","284"
"Male","361"
"61",""
"Female","36"
"Male","25"
"62",""
"Female","60"
"Male","56"
"63",""
"Female","114"
"Male","23"
"64",""
"Female","43"
"Male","23"
"65",""
"Female","189"
"Male","331"
"66",""
"Female","20"
"Male","29"
"67",""
"Female","22"
"Male","19"
"68",""
"Female","128"
"Male","79"
"69",""
"Female","16"
"Male","23"
"7",""
"Female","407"
"Male","475"
"70",""
"Female","205"
"Male","254"
"71",""
"Female","16"
"Male","14"
"72",""
"Female","33"
"Male","47"
"73",""
"Female","36"
"Male","16"
"74",""
"Female","18"
"Male","11"
"75",""
"Female","93"
"Male","152"
"76",""
"Female","13"
"Male","11"
"77",""
"Female","4"
"Male","11"
"78",""
"Female","30"
"Male","10"
"79",""
"Female","1"
"Male","6"
"8",""
"Female","738"
"Male","780"
"80",""
"Female","69"
"Male","59"
"81",""
"Female","1"
"Male","2"
"82",""
"Female","7"
"Male","7"
"83",""
"Female","7"
"Male","2"
"84",""
"Female","0"
"Male","5"
"85",""
"Female","53"
"Male","56"
"9",""
"Female","260"
"Male","275"
