"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","23"
"Cow Dung","4374"
"Electricity","2"
"Kerosene","121"
"LP Gas","34"
"Not stated","78"
"Others","3"
"Wood/Firewood","628"
"Total","5263"
