"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","114"
"Male","217"
"","331"
"Chhetri",""
"Female","50"
"Male","76"
"","126"
"Damai/Dholi",""
"Female","15"
"Male","14"
"","29"
"Ghale",""
"Female","139"
"Male","144"
"","283"
"Gharti/Bhujel",""
"Female","6"
"Male","5"
"","11"
"Gurung",""
"Female","32"
"Male","34"
"","66"
"Hajam/Thakur",""
"Female","6"
"Male","8"
"","14"
"Hyolmo",""
"Female","52"
"Male","48"
"","100"
"Kami",""
"Female","58"
"Male","51"
"","109"
"Magar",""
"Female","40"
"Male","52"
"","92"
"Newar",""
"Female","103"
"Male","126"
"","229"
"Others",""
"Female","34"
"Male","63"
"","97"
"Rai",""
"Female","5"
"Male","6"
"","11"
"Sherpa",""
"Female","19"
"Male","24"
"","43"
"Tamang",""
"Female","2773"
"Male","2829"
"","5602"
