"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2"
"Cow Dung","0"
"Electricity Fuel","6"
"KeroseneFuel","27"
"LP Gas","488"
"Not Sated about Fuel","6"
"OthersFuel","11"
"Wood/FireWood","1477"
"Total","2017"
