"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","6270"
"Christianity","381"
"Hindu","1432"
"Islam","4"
"Jainism","0"
"Kirat","6"
"Prakriti","15"
"Sikhism","0"
"Undefined","26"
"Total","8134"
