"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","11"
"Cow Dung","4482"
"Electricity Fuel","7"
"KeroseneFuel","167"
"LP Gas","45"
"Not Sated about Fuel","83"
"OthersFuel","11"
"Wood/FireWood","2887"
"Total","7693"
