"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","27"
"Male","24"
"Bhote",""
"Female","5"
"Male","6"
"Brahman - Hill",""
"Female","2947"
"Male","2177"
"Brahmu/ Baramo",""
"Female","112"
"Male","89"
"Chhetri",""
"Female","3590"
"Male","2631"
"Damai/Dholi",""
"Female","937"
"Male","791"
"Darai",""
"Female","9"
"Male","12"
"Gaine",""
"Female","38"
"Male","33"
"Ghale",""
"Female","16"
"Male","11"
"Gharti/Bhujel",""
"Female","322"
"Male","272"
"Gurung",""
"Female","1084"
"Male","832"
"Halwai",""
"Female","5"
"Male","6"
"Kamar",""
"Female","21"
"Male","14"
"Kami",""
"Female","1431"
"Male","1123"
"Kumal",""
"Female","2241"
"Male","1698"
"Magar",""
"Female","1820"
"Male","1418"
"Majhi",""
"Female","33"
"Male","22"
"Musalman",""
"Female","174"
"Male","127"
"Newar",""
"Female","1925"
"Male","1505"
"Others",""
"Female","45"
"Male","29"
"Rai",""
"Female","9"
"Male","16"
"Sanyasi/Dasnami",""
"Female","861"
"Male","612"
"Sarki",""
"Female","2188"
"Male","1724"
"Sunuwar",""
"Female","13"
"Male","4"
"Tamang",""
"Female","1567"
"Male","1320"
"Thakuri",""
"Female","146"
"Male","95"
"Tharu",""
"Female","4"
"Male","13"
