"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","5"
"Male","33"
"Gurung",""
"Female","274"
"Male","222"
"Hindi",""
"Female","7"
"Male","7"
"Kumal",""
"Female","114"
"Male","97"
"Magar",""
"Female","334"
"Male","233"
"Maithili",""
"Female","1"
"Male","12"
"Majhi",""
"Female","8"
"Male","4"
"Nepali",""
"Female","19457"
"Male","14869"
"Newar",""
"Female","227"
"Male","175"
"Not Reported",""
"Female","12"
"Male","12"
"Others",""
"Female","24"
"Male","24"
"Tamang",""
"Female","993"
"Male","830"
"Urdu",""
"Female","114"
"Male","86"
