"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","16"
"Cow Dung","10354"
"Electricity Fuel","2"
"KeroseneFuel","156"
"LP Gas","882"
"Not Sated about Fuel","126"
"OthersFuel","69"
"Wood/FireWood","3872"
"Total","15477"
