"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","22"
"Male","13"
"","35"
"Chamling",""
"Female","11"
"Male","7"
"","18"
"Doteli",""
"Female","14"
"Male","10"
"","24"
"Hindi",""
"Female","45"
"Male","37"
"","82"
"Hyolmo/Yholmo",""
"Female","8"
"Male","3"
"","11"
"Lapcha",""
"Female","10"
"Male","14"
"","24"
"Maithili",""
"Female","38414"
"Male","36067"
"","74481"
"Nepali",""
"Female","897"
"Male","809"
"","1706"
"Newar",""
"Female","43"
"Male","37"
"","80"
"Not Reported",""
"Female","149"
"Male","131"
"","280"
"Others",""
"Female","20"
"Male","23"
"","43"
"Rai",""
"Female","11"
"Male","5"
"","16"
"Rajsthani",""
"Female","25"
"Male","32"
"","57"
"Sunuwar",""
"Female","92"
"Male","85"
"","177"
"Tamang",""
"Female","11"
"Male","8"
"","19"
"Tharu",""
"Female","8"
"Male","3"
"","11"
"Urdu",""
"Female","3045"
"Male","2422"
"","5467"
