"Population by Five Years Age Group","Number"
"0-4",""
"Female","84"
"Male","67"
"10-14",""
"Female","111"
"Male","89"
"15-19",""
"Female","81"
"Male","96"
"20-24",""
"Female","86"
"Male","93"
"25-29",""
"Female","86"
"Male","151"
"30-34",""
"Female","72"
"Male","75"
"35-39",""
"Female","63"
"Male","82"
"40-44",""
"Female","59"
"Male","87"
"45-49",""
"Female","59"
"Male","69"
"50-54",""
"Female","44"
"Male","60"
"55-59",""
"Female","30"
"Male","48"
"5-9",""
"Female","86"
"Male","78"
"60-64",""
"Female","50"
"Male","39"
"65-69",""
"Female","25"
"Male","30"
"70-74",""
"Female","26"
"Male","25"
"75+",""
"Female","25"
"Male","18"
