"Population by Single Year of Age","Number"
"0",""
"Female","17"
"Male","10"
"1",""
"Female","19"
"Male","21"
"10",""
"Female","20"
"Male","14"
"11",""
"Female","15"
"Male","17"
"12",""
"Female","24"
"Male","17"
"13",""
"Female","23"
"Male","24"
"14",""
"Female","29"
"Male","17"
"15",""
"Female","16"
"Male","22"
"16",""
"Female","20"
"Male","15"
"17",""
"Female","13"
"Male","21"
"18",""
"Female","25"
"Male","25"
"19",""
"Female","7"
"Male","13"
"2",""
"Female","11"
"Male","13"
"20",""
"Female","26"
"Male","18"
"21",""
"Female","14"
"Male","9"
"22",""
"Female","13"
"Male","26"
"23",""
"Female","15"
"Male","19"
"24",""
"Female","18"
"Male","21"
"25",""
"Female","31"
"Male","34"
"26",""
"Female","17"
"Male","36"
"27",""
"Female","18"
"Male","35"
"28",""
"Female","11"
"Male","29"
"29",""
"Female","9"
"Male","17"
"3",""
"Female","25"
"Male","15"
"30",""
"Female","18"
"Male","17"
"31",""
"Female","8"
"Male","13"
"32",""
"Female","20"
"Male","19"
"33",""
"Female","13"
"Male","11"
"34",""
"Female","13"
"Male","15"
"35",""
"Female","17"
"Male","27"
"36",""
"Female","13"
"Male","17"
"37",""
"Female","16"
"Male","14"
"38",""
"Female","12"
"Male","16"
"39",""
"Female","5"
"Male","8"
"4",""
"Female","12"
"Male","8"
"40",""
"Female","21"
"Male","27"
"41",""
"Female","12"
"Male","15"
"42",""
"Female","14"
"Male","16"
"43",""
"Female","5"
"Male","22"
"44",""
"Female","7"
"Male","7"
"45",""
"Female","23"
"Male","26"
"46",""
"Female","10"
"Male","10"
"47",""
"Female","9"
"Male","9"
"48",""
"Female","11"
"Male","14"
"49",""
"Female","6"
"Male","10"
"5",""
"Female","18"
"Male","18"
"50",""
"Female","16"
"Male","23"
"51",""
"Female","7"
"Male","7"
"52",""
"Female","10"
"Male","8"
"53",""
"Female","3"
"Male","13"
"54",""
"Female","8"
"Male","9"
"55",""
"Female","10"
"Male","27"
"56",""
"Female","4"
"Male","6"
"57",""
"Female","5"
"Male","4"
"58",""
"Female","7"
"Male","7"
"59",""
"Female","4"
"Male","4"
"6",""
"Female","16"
"Male","13"
"60",""
"Female","20"
"Male","11"
"61",""
"Female","10"
"Male","6"
"62",""
"Female","4"
"Male","10"
"63",""
"Female","6"
"Male","8"
"64",""
"Female","10"
"Male","4"
"65",""
"Female","11"
"Male","13"
"66",""
"Female","5"
"Male","6"
"67",""
"Female","1"
"Male","2"
"68",""
"Female","5"
"Male","7"
"69",""
"Female","3"
"Male","2"
"7",""
"Female","19"
"Male","15"
"70",""
"Female","9"
"Male","11"
"71",""
"Female","4"
"Male","4"
"72",""
"Female","4"
"Male","6"
"73",""
"Female","5"
"Male","3"
"74",""
"Female","4"
"Male","1"
"75",""
"Female","5"
"Male","4"
"76",""
"Female","3"
"Male","2"
"77",""
"Female","5"
"Male","1"
"78",""
"Female","1"
"Male","3"
"79",""
"Female","2"
"Male","0"
"8",""
"Female","14"
"Male","15"
"80",""
"Female","2"
"Male","1"
"81",""
"Female","0"
"Male","1"
"82",""
"Female","1"
"Male","0"
"84",""
"Female","2"
"Male","0"
"85",""
"Female","4"
"Male","6"
"9",""
"Female","19"
"Male","17"
