"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","140"
"Cow Dung","0"
"Electricity Fuel","10"
"KeroseneFuel","37"
"LP Gas","541"
"Not Sated about Fuel","25"
"OthersFuel","5"
"Wood/FireWood","4652"
"Total","5410"
