"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","21"
"Male","57"
"","78"
"Gurung",""
"Female","13"
"Male","13"
"","26"
"Hindi",""
"Female","12"
"Male","48"
"","60"
"Magar",""
"Female","133"
"Male","121"
"","254"
"Maithili",""
"Female","2"
"Male","33"
"","35"
"Nepali",""
"Female","10550"
"Male","9598"
"","20148"
"Newar",""
"Female","38"
"Male","42"
"","80"
"Not Reported",""
"Female","13"
"Male","19"
"","32"
"Others",""
"Female","9"
"Male","9"
"","18"
"Sherpa",""
"Female","0"
"Male","13"
"","13"
"Tamang",""
"Female","2518"
"Male","2370"
"","4888"
"Urdu",""
"Female","4"
"Male","19"
"","23"
