"Population by Mother tongue","Number"
"Achhami",""
"Female","561"
"Male","402"
"","963"
"Avadhi",""
"Female","30"
"Male","37"
"","67"
"Baitadeli",""
"Female","934"
"Male","828"
"","1762"
"Bajhangi",""
"Female","845"
"Male","662"
"","1507"
"Bajureli",""
"Female","112"
"Male","93"
"","205"
"Bhojpuri",""
"Female","36"
"Male","37"
"","73"
"Bote",""
"Female","98"
"Male","100"
"","198"
"Dailekhi",""
"Female","24"
"Male","18"
"","42"
"Darchuleli",""
"Female","81"
"Male","81"
"","162"
"Doteli",""
"Female","3378"
"Male","2947"
"","6325"
"Hindi",""
"Female","110"
"Male","144"
"","254"
"Jumli",""
"Female","38"
"Male","26"
"","64"
"Khash",""
"Female","48"
"Male","43"
"","91"
"Magar",""
"Female","488"
"Male","429"
"","917"
"Maithili",""
"Female","52"
"Male","51"
"","103"
"Nepali",""
"Female","4472"
"Male","3735"
"","8207"
"Newar",""
"Female","69"
"Male","57"
"","126"
"Not Reported",""
"Female","14"
"Male","18"
"","32"
"Others",""
"Female","37"
"Male","36"
"","73"
"Tharu",""
"Female","16660"
"Male","15713"
"","32373"
