"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","634"
"Cow Dung","93"
"Electricity Fuel","0"
"KeroseneFuel","31"
"LP Gas","237"
"Not Sated about Fuel","82"
"OthersFuel","30"
"Wood/FireWood","7550"
"Total","8657"
