"Population by Religion","Number"
"Bahai","67"
"Bon","0"
"Buddism","101"
"Christianity","2004"
"Hindu","51330"
"Islam","24"
"Jainism","0"
"Kirat","7"
"Prakriti","55"
"Sikhism","0"
"Undefined","21"
"Total","53609"
