"Population by Mother tongue","Number"
"Kham",""
"Female","7"
"Male","6"
"Magar",""
"Female","57"
"Male","53"
"Nepali",""
"Female","9441"
"Male","9326"
"Others",""
"Female","2"
"Male","4"
