"Population by Five Years Age Group","Number"
"0-4",""
"Female","1428"
"Male","1419"
"10-14",""
"Female","1310"
"Male","1359"
"15-19",""
"Female","963"
"Male","940"
"20-24",""
"Female","840"
"Male","737"
"25-29",""
"Female","690"
"Male","591"
"30-34",""
"Female","507"
"Male","468"
"35-39",""
"Female","468"
"Male","457"
"40-44",""
"Female","413"
"Male","353"
"45-49",""
"Female","321"
"Male","363"
"50-54",""
"Female","226"
"Male","301"
"55-59",""
"Female","166"
"Male","197"
"5-9",""
"Female","1616"
"Male","1606"
"60-64",""
"Female","236"
"Male","237"
"65-69",""
"Female","145"
"Male","171"
"70-74",""
"Female","113"
"Male","99"
"75+",""
"Female","65"
"Male","91"
