"Population by Five Years Age Group","Number"
"0-4",""
"Female","1780"
"Male","1829"
"10-14",""
"Female","2272"
"Male","2378"
"15-19",""
"Female","2311"
"Male","2429"
"20-24",""
"Female","2092"
"Male","1884"
"25-29",""
"Female","2029"
"Male","1826"
"30-34",""
"Female","1729"
"Male","1598"
"35-39",""
"Female","1540"
"Male","1532"
"40-44",""
"Female","1265"
"Male","1346"
"45-49",""
"Female","1018"
"Male","1130"
"50-54",""
"Female","749"
"Male","868"
"55-59",""
"Female","628"
"Male","681"
"5-9",""
"Female","2143"
"Male","2144"
"60-64",""
"Female","520"
"Male","615"
"65-69",""
"Female","341"
"Male","386"
"70-74",""
"Female","246"
"Male","196"
"75+",""
"Female","233"
"Male","233"
