"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","396"
"Cow Dung","4104"
"Electricity","12"
"Kerosene","211"
"LP Gas","2095"
"Not stated","34"
"Others","287"
"Wood/Firewood","2482"
"Total","9621"
