"Agricultural land use area","Hectare"
"Area under arable land","29103.23"
"Area under meadows and pasture","218.37"
"Area under permanent crops","351.19"
"Area under Temporary crops","28763.74"
"Area under temporary fallow","255.87"
"Area under temporary meadows","83.61"
"Other land","1789.25"
"Ponds","0.00"
"Woodland and forest","340.81"
