"Number of households by type of outer wall","Number"
"BambooWall","1242"
"Cement Bonded Bricks/Stone Wall","1654"
"Mud Bonded Bricks/Stone Wall","738"
"Not stated","103"
"Others","1277"
"Unbaked Bricks","32"
"Wood/Planks","8128"
"Total","13174"
