"Population by Five Years Age Group","Number"
"0-4",""
"Female","3671"
"Male","3828"
"10-14",""
"Female","5326"
"Male","5587"
"15-19",""
"Female","4909"
"Male","4553"
"20-24",""
"Female","4074"
"Male","3346"
"25-29",""
"Female","3286"
"Male","2934"
"30-34",""
"Female","2505"
"Male","2100"
"35-39",""
"Female","2339"
"Male","2115"
"40-44",""
"Female","1868"
"Male","1718"
"45-49",""
"Female","1446"
"Male","1497"
"50-54",""
"Female","1069"
"Male","1153"
"55-59",""
"Female","886"
"Male","952"
"5-9",""
"Female","4867"
"Male","5021"
"60-64",""
"Female","963"
"Male","845"
"65-69",""
"Female","638"
"Male","648"
"70-74",""
"Female","457"
"Male","467"
"75+",""
"Female","457"
"Male","440"
