"Population by Mother tongue","Number"
"Achhami",""
"Female","3137"
"Male","2623"
"Baitadeli",""
"Female","589"
"Male","598"
"Bajhangi",""
"Female","119"
"Male","137"
"Bajureli",""
"Female","729"
"Male","664"
"Bangla",""
"Female","4"
"Male","7"
"Dadeldhuri",""
"Female","13"
"Male","12"
"Dailekhi",""
"Female","77"
"Male","81"
"Darchuleli",""
"Female","103"
"Male","104"
"Doteli",""
"Female","3743"
"Male","3473"
"Gurung",""
"Female","11"
"Male","12"
"Hindi",""
"Female","84"
"Male","92"
"Jumli",""
"Female","12"
"Male","15"
"Kham",""
"Female","54"
"Male","62"
"Magar",""
"Female","205"
"Male","181"
"Maithili",""
"Female","259"
"Male","248"
"Meche",""
"Female","20"
"Male","17"
"Nepali",""
"Female","13825"
"Male","12916"
"Newar",""
"Female","19"
"Male","17"
"Not Reported",""
"Female","7"
"Male","6"
"Others",""
"Female","58"
"Male","44"
"Raji",""
"Female","16"
"Male","18"
"Tamang",""
"Female","16"
"Male","9"
"Tharu",""
"Female","15600"
"Male","15477"
"Urdu",""
"Female","34"
"Male","39"
