"Children, Adolescent, Youth, Elderly and Working Population","Number"
"Adolescent (10-19)",""
"Female","10140"
"Male","10140"
"Children (0-4)",""
"Female","3828"
"Male","3828"
"Elderely (60+)",""
"Female","2400"
"Male","2400"
"Working population (15-59)",""
"Female","20368"
"Male","20368"
"Youth (15-24)",""
"Female","7899"
"Male","7899"
