"Population by Single Year of Age","Number"
"0",""
"Female","638"
"Male","667"
"1",""
"Female","552"
"Male","639"
"10",""
"Female","1155"
"Male","1248"
"11",""
"Female","889"
"Male","924"
"12",""
"Female","1229"
"Male","1389"
"13",""
"Female","967"
"Male","955"
"14",""
"Female","1086"
"Male","1071"
"15",""
"Female","1006"
"Male","1003"
"16",""
"Female","1101"
"Male","1030"
"17",""
"Female","861"
"Male","757"
"18",""
"Female","1288"
"Male","1173"
"19",""
"Female","653"
"Male","590"
"2",""
"Female","774"
"Male","803"
"20",""
"Female","1081"
"Male","919"
"21",""
"Female","661"
"Male","576"
"22",""
"Female","918"
"Male","804"
"23",""
"Female","685"
"Male","481"
"24",""
"Female","729"
"Male","566"
"25",""
"Female","987"
"Male","877"
"26",""
"Female","612"
"Male","546"
"27",""
"Female","557"
"Male","472"
"28",""
"Female","787"
"Male","735"
"29",""
"Female","343"
"Male","304"
"3",""
"Female","816"
"Male","806"
"30",""
"Female","1069"
"Male","877"
"31",""
"Female","257"
"Male","219"
"32",""
"Female","520"
"Male","472"
"33",""
"Female","321"
"Male","263"
"34",""
"Female","338"
"Male","269"
"35",""
"Female","1091"
"Male","977"
"36",""
"Female","333"
"Male","319"
"37",""
"Female","234"
"Male","233"
"38",""
"Female","464"
"Male","407"
"39",""
"Female","217"
"Male","179"
"4",""
"Female","891"
"Male","913"
"40",""
"Female","982"
"Male","872"
"41",""
"Female","178"
"Male","187"
"42",""
"Female","291"
"Male","332"
"43",""
"Female","232"
"Male","188"
"44",""
"Female","185"
"Male","139"
"45",""
"Female","700"
"Male","784"
"46",""
"Female","177"
"Male","161"
"47",""
"Female","147"
"Male","144"
"48",""
"Female","300"
"Male","298"
"49",""
"Female","122"
"Male","110"
"5",""
"Female","1040"
"Male","1015"
"50",""
"Female","577"
"Male","561"
"51",""
"Female","112"
"Male","130"
"52",""
"Female","159"
"Male","243"
"53",""
"Female","100"
"Male","116"
"54",""
"Female","121"
"Male","103"
"55",""
"Female","416"
"Male","441"
"56",""
"Female","128"
"Male","146"
"57",""
"Female","89"
"Male","106"
"58",""
"Female","167"
"Male","153"
"59",""
"Female","86"
"Male","106"
"6",""
"Female","948"
"Male","973"
"60",""
"Female","551"
"Male","474"
"61",""
"Female","82"
"Male","94"
"62",""
"Female","143"
"Male","119"
"63",""
"Female","98"
"Male","97"
"64",""
"Female","89"
"Male","61"
"65",""
"Female","370"
"Male","317"
"66",""
"Female","64"
"Male","84"
"67",""
"Female","70"
"Male","76"
"68",""
"Female","90"
"Male","114"
"69",""
"Female","44"
"Male","57"
"7",""
"Female","999"
"Male","974"
"70",""
"Female","281"
"Male","261"
"71",""
"Female","46"
"Male","61"
"72",""
"Female","66"
"Male","71"
"73",""
"Female","29"
"Male","48"
"74",""
"Female","35"
"Male","26"
"75",""
"Female","132"
"Male","123"
"76",""
"Female","25"
"Male","34"
"77",""
"Female","24"
"Male","32"
"78",""
"Female","42"
"Male","47"
"79",""
"Female","13"
"Male","9"
"8",""
"Female","990"
"Male","1138"
"80",""
"Female","103"
"Male","67"
"81",""
"Female","11"
"Male","14"
"82",""
"Female","12"
"Male","20"
"83",""
"Female","9"
"Male","6"
"84",""
"Female","11"
"Male","11"
"85",""
"Female","75"
"Male","77"
"9",""
"Female","890"
"Male","921"
