"Population by Five Years Age Group","Number"
"0-4",""
"Female","624"
"Male","704"
"10-14",""
"Female","825"
"Male","805"
"15-19",""
"Female","687"
"Male","600"
"20-24",""
"Female","665"
"Male","307"
"25-29",""
"Female","518"
"Male","260"
"30-34",""
"Female","446"
"Male","202"
"35-39",""
"Female","404"
"Male","212"
"40-44",""
"Female","355"
"Male","242"
"45-49",""
"Female","311"
"Male","214"
"50-54",""
"Female","276"
"Male","272"
"55-59",""
"Female","250"
"Male","229"
"5-9",""
"Female","716"
"Male","707"
"60-64",""
"Female","172"
"Male","199"
"65-69",""
"Female","156"
"Male","169"
"70-74",""
"Female","107"
"Male","97"
"75+",""
"Female","132"
"Male","146"
