"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3431"
"Christianity","315"
"Hindu","16986"
"Islam","1"
"Jainism","0"
"Kirat","0"
"Prakriti","27"
"Sikhism","0"
"Undefined","18"
"Total","20778"
