"Population by Caste Ethinicity","Number"
"Badi",""
"Female","43"
"Male","34"
"","77"
"Brahman - Hill",""
"Female","44"
"Male","16"
"","60"
"Chhetri",""
"Female","4106"
"Male","3312"
"","7418"
"Damai/Dholi",""
"Female","370"
"Male","324"
"","694"
"Kami",""
"Female","934"
"Male","756"
"","1690"
"Magar",""
"Female","5809"
"Male","4681"
"","10490"
"Newar",""
"Female","21"
"Male","22"
"","43"
"Others",""
"Female","12"
"Male","7"
"","19"
"Sanyasi/Dasnami",""
"Female","33"
"Male","25"
"","58"
"Terai Others",""
"Female","7"
"Male","4"
"","11"
"Thakuri",""
"Female","120"
"Male","98"
"","218"
