"Population by Religion","Number"
"Bahai","0"
"Bon","49"
"Buddism","4215"
"Christianity","77"
"Hindu","21550"
"Islam","15"
"Jainism","0"
"Kirat","0"
"Prakriti","43"
"Sikhism","0"
"Undefined","147"
"Total","26096"
