"Population by Single Year of Age","Number"
"0",""
"Female","303"
"Male","315"
"1",""
"Female","313"
"Male","344"
"10",""
"Female","525"
"Male","538"
"11",""
"Female","459"
"Male","483"
"12",""
"Female","514"
"Male","543"
"13",""
"Female","483"
"Male","419"
"14",""
"Female","515"
"Male","461"
"15",""
"Female","461"
"Male","392"
"16",""
"Female","454"
"Male","333"
"17",""
"Female","432"
"Male","316"
"18",""
"Female","459"
"Male","274"
"19",""
"Female","348"
"Male","184"
"2",""
"Female","310"
"Male","330"
"20",""
"Female","338"
"Male","172"
"21",""
"Female","340"
"Male","152"
"22",""
"Female","355"
"Male","162"
"23",""
"Female","299"
"Male","103"
"24",""
"Female","303"
"Male","100"
"25",""
"Female","324"
"Male","128"
"26",""
"Female","287"
"Male","107"
"27",""
"Female","287"
"Male","124"
"28",""
"Female","300"
"Male","127"
"29",""
"Female","214"
"Male","92"
"3",""
"Female","360"
"Male","388"
"30",""
"Female","327"
"Male","139"
"31",""
"Female","153"
"Male","94"
"32",""
"Female","253"
"Male","115"
"33",""
"Female","155"
"Male","84"
"34",""
"Female","168"
"Male","83"
"35",""
"Female","334"
"Male","123"
"36",""
"Female","174"
"Male","86"
"37",""
"Female","166"
"Male","105"
"38",""
"Female","184"
"Male","101"
"39",""
"Female","156"
"Male","80"
"4",""
"Female","390"
"Male","395"
"40",""
"Female","306"
"Male","171"
"41",""
"Female","142"
"Male","76"
"42",""
"Female","209"
"Male","111"
"43",""
"Female","165"
"Male","108"
"44",""
"Female","138"
"Male","88"
"45",""
"Female","294"
"Male","167"
"46",""
"Female","150"
"Male","102"
"47",""
"Female","150"
"Male","108"
"48",""
"Female","169"
"Male","135"
"49",""
"Female","146"
"Male","114"
"5",""
"Female","413"
"Male","421"
"50",""
"Female","265"
"Male","190"
"51",""
"Female","135"
"Male","119"
"52",""
"Female","191"
"Male","168"
"53",""
"Female","111"
"Male","133"
"54",""
"Female","144"
"Male","120"
"55",""
"Female","165"
"Male","141"
"56",""
"Female","129"
"Male","108"
"57",""
"Female","122"
"Male","110"
"58",""
"Female","101"
"Male","102"
"59",""
"Female","103"
"Male","70"
"6",""
"Female","407"
"Male","420"
"60",""
"Female","224"
"Male","174"
"61",""
"Female","145"
"Male","105"
"62",""
"Female","133"
"Male","111"
"63",""
"Female","87"
"Male","89"
"64",""
"Female","86"
"Male","72"
"65",""
"Female","139"
"Male","113"
"66",""
"Female","76"
"Male","67"
"67",""
"Female","105"
"Male","100"
"68",""
"Female","97"
"Male","93"
"69",""
"Female","40"
"Male","58"
"7",""
"Female","424"
"Male","488"
"70",""
"Female","119"
"Male","108"
"71",""
"Female","39"
"Male","41"
"72",""
"Female","53"
"Male","72"
"73",""
"Female","35"
"Male","53"
"74",""
"Female","26"
"Male","51"
"75",""
"Female","45"
"Male","60"
"76",""
"Female","36"
"Male","43"
"77",""
"Female","38"
"Male","45"
"78",""
"Female","43"
"Male","50"
"79",""
"Female","28"
"Male","18"
"8",""
"Female","451"
"Male","458"
"80",""
"Female","52"
"Male","26"
"81",""
"Female","21"
"Male","33"
"82",""
"Female","20"
"Male","18"
"83",""
"Female","17"
"Male","27"
"84",""
"Female","22"
"Male","13"
"85",""
"Female","57"
"Male","65"
"9",""
"Female","378"
"Male","441"
