"Population by Mother tongue","Number"
"Bahing",""
"Female","483"
"Male","431"
"","914"
"Magar",""
"Female","121"
"Male","113"
"","234"
"Maithili",""
"Female","5"
"Male","9"
"","14"
"Nepali",""
"Female","5052"
"Male","4250"
"","9302"
"Newar",""
"Female","9"
"Male","6"
"","15"
"Not Reported",""
"Female","23"
"Male","20"
"","43"
"Others",""
"Female","21"
"Male","20"
"","41"
"Rai",""
"Female","267"
"Male","230"
"","497"
"Sherpa",""
"Female","1060"
"Male","1000"
"","2060"
"Sunuwar",""
"Female","374"
"Male","321"
"","695"
"Tamang",""
"Female","1280"
"Male","1114"
"","2394"
"Wambule",""
"Female","17"
"Male","15"
"","32"
