"Population by Caste Ethinicity","Number"
"Bahing",""
"Female","65"
"Male","55"
"","120"
"Brahman - Hill",""
"Female","1825"
"Male","1523"
"","3348"
"Chhetri",""
"Female","1364"
"Male","1175"
"","2539"
"Damai/Dholi",""
"Female","371"
"Male","325"
"","696"
"Ghale",""
"Female","18"
"Male","13"
"","31"
"Gharti/Bhujel",""
"Female","233"
"Male","182"
"","415"
"Gurung",""
"Female","51"
"Male","39"
"","90"
"Kami",""
"Female","495"
"Male","415"
"","910"
"Magar",""
"Female","256"
"Male","203"
"","459"
"Newar",""
"Female","119"
"Male","119"
"","238"
"Others",""
"Female","21"
"Male","17"
"","38"
"Rai",""
"Female","796"
"Male","697"
"","1493"
"Sanyasi/Dasnami",""
"Female","52"
"Male","47"
"","99"
"Sarki",""
"Female","171"
"Male","156"
"","327"
"Sherpa",""
"Female","1065"
"Male","1001"
"","2066"
"Sunuwar",""
"Female","407"
"Male","345"
"","752"
"Tamang",""
"Female","1403"
"Male","1217"
"","2620"
