"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","10"
"Male","19"
"Hayu/Vayu",""
"Female","7"
"Male","7"
"Magar",""
"Female","6253"
"Male","5608"
"Maithili",""
"Female","38"
"Male","73"
"Majhi",""
"Female","133"
"Male","154"
"Nepali",""
"Female","8646"
"Male","7892"
"Newar",""
"Female","1058"
"Male","1015"
"Not Reported",""
"Female","13"
"Male","5"
"Others",""
"Female","13"
"Male","22"
"Rai",""
"Female","16"
"Male","13"
"Sunuwar",""
"Female","101"
"Male","85"
"Tamang",""
"Female","2741"
"Male","2483"
