"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","143"
"Cow Dung","18"
"Electricity","0"
"Kerosene","19"
"LP Gas","46"
"Not stated","23"
"Others","2"
"Wood/Firewood","6628"
"Total","6879"
