"Population by Five Years Age Group","Number"
"0-4",""
"Female","1780"
"Male","1901"
"10-14",""
"Female","2811"
"Male","2765"
"15-19",""
"Female","2363"
"Male","2106"
"20-24",""
"Female","1583"
"Male","1148"
"25-29",""
"Female","1254"
"Male","884"
"30-34",""
"Female","1155"
"Male","799"
"35-39",""
"Female","1092"
"Male","873"
"40-44",""
"Female","972"
"Male","940"
"45-49",""
"Female","828"
"Male","785"
"50-54",""
"Female","654"
"Male","687"
"55-59",""
"Female","536"
"Male","555"
"5-9",""
"Female","2454"
"Male","2477"
"60-64",""
"Female","514"
"Male","516"
"65-69",""
"Female","377"
"Male","393"
"70-74",""
"Female","258"
"Male","233"
"75+",""
"Female","398"
"Male","329"
