"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","5"
"Cow Dung","3073"
"Electricity Fuel","0"
"KeroseneFuel","36"
"LP Gas","2"
"Not Sated about Fuel","15"
"OthersFuel","5"
"Wood/FireWood","252"
"Total","3388"
