"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","4"
"Cow Dung","0"
"Electricity Fuel","0"
"KeroseneFuel","5"
"LP Gas","6"
"Not Sated about Fuel","14"
"OthersFuel","0"
"Wood/FireWood","2710"
"Total","2739"
