"Population by Single Year of Age","Number"
"0",""
"Female","91"
"Male","109"
"1",""
"Female","103"
"Male","104"
"10",""
"Female","124"
"Male","123"
"11",""
"Female","122"
"Male","140"
"12",""
"Female","156"
"Male","154"
"13",""
"Female","148"
"Male","146"
"14",""
"Female","164"
"Male","142"
"15",""
"Female","148"
"Male","137"
"16",""
"Female","184"
"Male","160"
"17",""
"Female","148"
"Male","158"
"18",""
"Female","138"
"Male","131"
"19",""
"Female","132"
"Male","85"
"2",""
"Female","93"
"Male","102"
"20",""
"Female","128"
"Male","106"
"21",""
"Female","100"
"Male","73"
"22",""
"Female","134"
"Male","90"
"23",""
"Female","124"
"Male","61"
"24",""
"Female","91"
"Male","85"
"25",""
"Female","123"
"Male","78"
"26",""
"Female","99"
"Male","66"
"27",""
"Female","85"
"Male","70"
"28",""
"Female","111"
"Male","57"
"29",""
"Female","72"
"Male","59"
"3",""
"Female","113"
"Male","110"
"30",""
"Female","112"
"Male","71"
"31",""
"Female","63"
"Male","48"
"32",""
"Female","92"
"Male","49"
"33",""
"Female","71"
"Male","48"
"34",""
"Female","85"
"Male","52"
"35",""
"Female","122"
"Male","76"
"36",""
"Female","82"
"Male","57"
"37",""
"Female","89"
"Male","60"
"38",""
"Female","99"
"Male","70"
"39",""
"Female","68"
"Male","57"
"4",""
"Female","118"
"Male","108"
"40",""
"Female","172"
"Male","99"
"41",""
"Female","81"
"Male","51"
"42",""
"Female","92"
"Male","66"
"43",""
"Female","74"
"Male","49"
"44",""
"Female","64"
"Male","56"
"45",""
"Female","145"
"Male","93"
"46",""
"Female","84"
"Male","65"
"47",""
"Female","60"
"Male","50"
"48",""
"Female","102"
"Male","76"
"49",""
"Female","70"
"Male","56"
"5",""
"Female","126"
"Male","114"
"50",""
"Female","110"
"Male","97"
"51",""
"Female","73"
"Male","55"
"52",""
"Female","77"
"Male","67"
"53",""
"Female","73"
"Male","53"
"54",""
"Female","49"
"Male","50"
"55",""
"Female","86"
"Male","66"
"56",""
"Female","64"
"Male","71"
"57",""
"Female","57"
"Male","63"
"58",""
"Female","62"
"Male","66"
"59",""
"Female","55"
"Male","61"
"6",""
"Female","101"
"Male","126"
"60",""
"Female","110"
"Male","91"
"61",""
"Female","63"
"Male","54"
"62",""
"Female","70"
"Male","57"
"63",""
"Female","61"
"Male","44"
"64",""
"Female","47"
"Male","44"
"65",""
"Female","66"
"Male","61"
"66",""
"Female","36"
"Male","42"
"67",""
"Female","54"
"Male","48"
"68",""
"Female","40"
"Male","35"
"69",""
"Female","27"
"Male","29"
"7",""
"Female","133"
"Male","116"
"70",""
"Female","75"
"Male","54"
"71",""
"Female","24"
"Male","18"
"72",""
"Female","56"
"Male","38"
"73",""
"Female","28"
"Male","37"
"74",""
"Female","19"
"Male","24"
"75",""
"Female","41"
"Male","50"
"76",""
"Female","20"
"Male","19"
"77",""
"Female","27"
"Male","39"
"78",""
"Female","29"
"Male","32"
"79",""
"Female","15"
"Male","12"
"8",""
"Female","119"
"Male","110"
"80",""
"Female","27"
"Male","20"
"81",""
"Female","12"
"Male","20"
"82",""
"Female","19"
"Male","21"
"83",""
"Female","16"
"Male","16"
"84",""
"Female","10"
"Male","20"
"85",""
"Female","64"
"Male","50"
"9",""
"Female","101"
"Male","126"
