"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","12"
"Cow Dung","2"
"Electricity","4"
"Kerosene","14"
"LP Gas","160"
"Not stated","23"
"Others","0"
"Wood/Firewood","3485"
"Total","3700"
