"Population by Religion","Number"
"Bahai","1"
"Bon","1"
"Buddism","14402"
"Christianity","12022"
"Hindu","322244"
"Islam","1825"
"Jainism","0"
"Kirat","14"
"Prakriti","49"
"Sikhism","0"
"Undefined","246"
"Total","350804"
