"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","18"
"Male","11"
"Brahman - Hill",""
"Female","78"
"Male","278"
"Chhantyal/Chhantel",""
"Female","38"
"Male","46"
"Chhetri",""
"Female","363"
"Male","395"
"Dalit Others",""
"Female","15"
"Male","17"
"Damai/Dholi",""
"Female","270"
"Male","243"
"Gurung",""
"Female","1262"
"Male","1069"
"Kami",""
"Female","518"
"Male","508"
"Kulung",""
"Female","0"
"Male","12"
"Lhopa",""
"Female","1223"
"Male","1012"
"Limbu",""
"Female","4"
"Male","9"
"Magar",""
"Female","412"
"Male","502"
"Newar",""
"Female","29"
"Male","45"
"Others",""
"Female","80"
"Male","120"
"Rai",""
"Female","31"
"Male","42"
"Sarki",""
"Female","27"
"Male","41"
"Sherpa",""
"Female","25"
"Male","63"
"Tamang",""
"Female","112"
"Male","122"
"Thakali",""
"Female","1257"
"Male","1171"
"Thakuri",""
"Female","50"
"Male","46"
"Tharu",""
"Female","10"
"Male","19"
