"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","0"
"Cow Dung","826"
"Electricity","24"
"Kerosene","52"
"LP Gas","599"
"Not stated","16"
"Others","3"
"Wood/Firewood","1785"
"Total","3305"
