"Population by Five Years Age Group","Number"
"0-4",""
"Female","447"
"Male","417"
"10-14",""
"Female","569"
"Male","579"
"15-19",""
"Female","564"
"Male","537"
"20-24",""
"Female","548"
"Male","564"
"25-29",""
"Female","607"
"Male","849"
"30-34",""
"Female","478"
"Male","608"
"35-39",""
"Female","466"
"Male","558"
"40-44",""
"Female","407"
"Male","535"
"45-49",""
"Female","348"
"Male","422"
"50-54",""
"Female","339"
"Male","411"
"55-59",""
"Female","297"
"Male","307"
"5-9",""
"Female","486"
"Male","518"
"60-64",""
"Female","259"
"Male","260"
"65-69",""
"Female","211"
"Male","221"
"70-74",""
"Female","177"
"Male","176"
"75+",""
"Female","156"
"Male","131"
