"Population by Mother tongue","Number"
"Belhare",""
"Female","17"
"Male","12"
"Bhojpuri",""
"Female","2"
"Male","9"
"Gurung",""
"Female","1122"
"Male","953"
"Kham",""
"Female","8"
"Male","10"
"Lhopa",""
"Female","1444"
"Male","1201"
"Magar",""
"Female","121"
"Male","134"
"Maithili",""
"Female","10"
"Male","10"
"Nepali",""
"Female","2120"
"Male","2444"
"Newar",""
"Female","4"
"Male","11"
"Not Reported",""
"Female","8"
"Male","6"
"Others",""
"Female","49"
"Male","63"
"Rai",""
"Female","12"
"Male","36"
"Sherpa",""
"Female","12"
"Male","48"
"Sign Language",""
"Female","8"
"Male","11"
"Tamang",""
"Female","50"
"Male","68"
"Thakali",""
"Female","831"
"Male","748"
"Tharu",""
"Female","4"
"Male","7"
