"Population by Single Year of Age","Number"
"0",""
"Female","113"
"Male","84"
"1",""
"Female","70"
"Male","77"
"10",""
"Female","127"
"Male","117"
"11",""
"Female","99"
"Male","121"
"12",""
"Female","106"
"Male","117"
"13",""
"Female","111"
"Male","121"
"14",""
"Female","126"
"Male","103"
"15",""
"Female","131"
"Male","133"
"16",""
"Female","128"
"Male","115"
"17",""
"Female","96"
"Male","82"
"18",""
"Female","124"
"Male","116"
"19",""
"Female","85"
"Male","91"
"2",""
"Female","84"
"Male","94"
"20",""
"Female","110"
"Male","102"
"21",""
"Female","103"
"Male","98"
"22",""
"Female","105"
"Male","135"
"23",""
"Female","119"
"Male","110"
"24",""
"Female","111"
"Male","119"
"25",""
"Female","161"
"Male","179"
"26",""
"Female","124"
"Male","164"
"27",""
"Female","106"
"Male","184"
"28",""
"Female","134"
"Male","206"
"29",""
"Female","82"
"Male","116"
"3",""
"Female","69"
"Male","72"
"30",""
"Female","121"
"Male","182"
"31",""
"Female","82"
"Male","102"
"32",""
"Female","112"
"Male","126"
"33",""
"Female","91"
"Male","103"
"34",""
"Female","72"
"Male","95"
"35",""
"Female","131"
"Male","154"
"36",""
"Female","89"
"Male","131"
"37",""
"Female","93"
"Male","86"
"38",""
"Female","92"
"Male","107"
"39",""
"Female","61"
"Male","80"
"4",""
"Female","111"
"Male","90"
"40",""
"Female","130"
"Male","175"
"41",""
"Female","56"
"Male","84"
"42",""
"Female","94"
"Male","112"
"43",""
"Female","59"
"Male","88"
"44",""
"Female","68"
"Male","76"
"45",""
"Female","100"
"Male","120"
"46",""
"Female","64"
"Male","78"
"47",""
"Female","56"
"Male","68"
"48",""
"Female","71"
"Male","87"
"49",""
"Female","57"
"Male","69"
"5",""
"Female","91"
"Male","110"
"50",""
"Female","107"
"Male","119"
"51",""
"Female","53"
"Male","72"
"52",""
"Female","70"
"Male","99"
"53",""
"Female","66"
"Male","62"
"54",""
"Female","43"
"Male","59"
"55",""
"Female","82"
"Male","87"
"56",""
"Female","57"
"Male","73"
"57",""
"Female","58"
"Male","50"
"58",""
"Female","56"
"Male","60"
"59",""
"Female","44"
"Male","37"
"6",""
"Female","110"
"Male","108"
"60",""
"Female","71"
"Male","85"
"61",""
"Female","59"
"Male","50"
"62",""
"Female","48"
"Male","55"
"63",""
"Female","42"
"Male","36"
"64",""
"Female","39"
"Male","34"
"65",""
"Female","61"
"Male","58"
"66",""
"Female","35"
"Male","47"
"67",""
"Female","38"
"Male","46"
"68",""
"Female","40"
"Male","44"
"69",""
"Female","37"
"Male","26"
"7",""
"Female","95"
"Male","96"
"70",""
"Female","68"
"Male","61"
"71",""
"Female","27"
"Male","33"
"72",""
"Female","27"
"Male","35"
"73",""
"Female","32"
"Male","26"
"74",""
"Female","23"
"Male","21"
"75",""
"Female","23"
"Male","26"
"76",""
"Female","18"
"Male","13"
"77",""
"Female","13"
"Male","8"
"78",""
"Female","24"
"Male","17"
"79",""
"Female","14"
"Male","6"
"8",""
"Female","85"
"Male","108"
"80",""
"Female","17"
"Male","15"
"81",""
"Female","7"
"Male","11"
"82",""
"Female","7"
"Male","7"
"83",""
"Female","8"
"Male","2"
"84",""
"Female","4"
"Male","6"
"85",""
"Female","21"
"Male","20"
"9",""
"Female","105"
"Male","96"
