"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","899"
"Male","811"
"","1710"
"Chhetri",""
"Female","3829"
"Male","3889"
"","7718"
"Damai/Dholi",""
"Female","193"
"Male","192"
"","385"
"Kami",""
"Female","819"
"Male","839"
"","1658"
"Others",""
"Female","11"
"Male","19"
"","30"
"Sanyasi/Dasnami",""
"Female","39"
"Male","31"
"","70"
"Sarki",""
"Female","765"
"Male","802"
"","1567"
"Terai Others",""
"Female","10"
"Male","10"
"","20"
"Thakuri",""
"Female","726"
"Male","754"
"","1480"
