"Population by Religion","Number"
"Bahai","0"
"Bon","2"
"Buddism","10420"
"Christianity","501"
"Hindu","27925"
"Islam","643"
"Jainism","0"
"Kirat","163"
"Prakriti","637"
"Sikhism","0"
"Undefined","108"
"Total","40399"
