"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","553"
"Cow Dung","159"
"Electricity Fuel","5"
"KeroseneFuel","91"
"LP Gas","342"
"Not Sated about Fuel","67"
"OthersFuel","266"
"Wood/FireWood","6501"
"Total","7984"
