"Population by Caste Ethinicity","Number"
"Badi",""
"Female","51"
"Male","63"
"","114"
"Brahman - Hill",""
"Female","615"
"Male","603"
"","1218"
"Chhetri",""
"Female","3357"
"Male","3239"
"","6596"
"Damai/Dholi",""
"Female","687"
"Male","656"
"","1343"
"Gurung",""
"Female","398"
"Male","366"
"","764"
"Kami",""
"Female","3105"
"Male","2935"
"","6040"
"Kumal",""
"Female","66"
"Male","58"
"","124"
"Magar",""
"Female","4218"
"Male","3904"
"","8122"
"Newar",""
"Female","46"
"Male","35"
"","81"
"Others",""
"Female","28"
"Male","37"
"","65"
"Rajdhob",""
"Female","15"
"Male","13"
"","28"
"Raji",""
"Female","178"
"Male","155"
"","333"
"Sanyasi/Dasnami",""
"Female","307"
"Male","271"
"","578"
"Sarki",""
"Female","140"
"Male","151"
"","291"
"Terai Others",""
"Female","16"
"Male","10"
"","26"
"Thakuri",""
"Female","589"
"Male","490"
"","1079"
