"Population by Five Years Age Group","Number"
"0-4",""
"Female","2580"
"Male","2755"
"10-14",""
"Female","3762"
"Male","4032"
"15-19",""
"Female","3672"
"Male","3298"
"20-24",""
"Female","3193"
"Male","2912"
"25-29",""
"Female","2679"
"Male","2519"
"30-34",""
"Female","2103"
"Male","1742"
"35-39",""
"Female","1921"
"Male","1549"
"40-44",""
"Female","1680"
"Male","1355"
"45-49",""
"Female","1345"
"Male","1290"
"50-54",""
"Female","1099"
"Male","1138"
"55-59",""
"Female","826"
"Male","890"
"5-9",""
"Female","3218"
"Male","3476"
"60-64",""
"Female","759"
"Male","812"
"65-69",""
"Female","587"
"Male","636"
"70-74",""
"Female","405"
"Male","467"
"75+",""
"Female","635"
"Male","602"
